000906 中证800 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
03/02/2007;2449.49;2504.42;2438.65;2490.61;105184910;88124096512.000
03/05/2007;2488.12;2526.22;2396.08;2467.99;118053466;99459866624.000
03/06/2007;2459.49;2518.44;2442.45;2502.27;85954819;75070103552.000
03/07/2007;2514.09;2571.65;2514.09;2569.82;96951658;86572933120.000
03/08/2007;2577.76;2612.30;2547.27;2611.76;98463625;87296581632.000
03/09/2007;2616.29;2627.43;2570.95;2600.46;118443031;105323077632.000
03/12/2007;2602.09;2618.92;2557.89;2618.58;113836013;100167303168.000
03/13/2007;2623.21;2647.11;2609.99;2644.15;119385071;103865982976.000
03/14/2007;2615.91;2636.17;2548.65;2607.61;125532360;110428807168.000
03/15/2007;2605.09;2656.64;2605.09;2656.46;114788295;103841406976.000
03/16/2007;2666.32;2675.14;2582.96;2613.28;130964982;119857938432.000
03/19/2007;2539.14;2678.06;2527.89;2664.51;121633448;111672786944.000
03/20/2007;2674.50;2690.37;2658.40;2689.09;104808710;98244149248.000
03/21/2007;2701.56;2723.48;2682.57;2723.28;112889713;108975226880.000
03/22/2007;2739.26;2761.28;2721.63;2730.32;139313773;133388312576.000
03/23/2007;2729.97;2746.56;2677.50;2743.10;126184275;120651071488.000
03/26/2007;2754.13;2801.38;2747.71;2801.23;132811548;126593540096.000
03/27/2007;2807.53;2833.20;2790.56;2828.61;137682928;134454648832.000
03/28/2007;2833.23;2849.38;2716.75;2830.08;179219310;171315019776.000
03/29/2007;2833.79;2843.36;2792.18;2792.34;162562038;161839529984.000
03/30/2007;2777.36;2814.61;2761.41;2798.94;98913124;98040627200.000
04/02/2007;2810.28;2866.62;2810.28;2866.62;106921471;111051710464.000
04/03/2007;2878.20;2907.12;2869.02;2907.06;123781478;130364358656.000
04/04/2007;2912.83;2944.44;2895.52;2933.76;128633012;137912877056.000
04/05/2007;2931.50;2977.06;2917.84;2971.98;126940649;134193807360.000
04/06/2007;2949.09;3009.92;2938.20;3004.38;135354383;146143363072.000
04/09/2007;3021.13;3072.41;3021.13;3067.96;153045457;166074466304.000
04/10/2007;3082.60;3105.61;3012.50;3105.60;164444951;181408399360.000
04/11/2007;3114.95;3147.37;3081.82;3147.18;169393707;190990598144.000
04/12/2007;3154.69;3207.59;3141.02;3207.50;157242633;183291510784.000
04/13/2007;3213.85;3241.49;3179.81;3195.01;168188189;200192573440.000
04/16/2007;3202.05;3284.66;3202.05;3284.33;148325798;174785937408.000
04/17/2007;3303.34;3332.40;3220.55;3329.67;183251342;214320824320.000
04/18/2007;3341.17;3373.58;3298.42;3367.84;173040707;206041858048.000
04/19/2007;3361.26;3361.26;3116.96;3200.01;193284311;225697005568.000
04/20/2007;3216.65;3356.17;3216.65;3347.79;156721014;185218514944.000
04/23/2007;3391.89;3497.28;3391.89;3495.23;183679019;220442918912.000
04/24/2007;3526.23;3559.08;3478.44;3515.20;196457326;243280920576.000
04/25/2007;3500.75;3531.24;3436.99;3513.50;164969941;202456875008.000
04/26/2007;3528.50;3559.52;3502.62;3559.23;134431039;171992514560.000
04/27/2007;3565.90;3571.17;3503.69;3540.14;138996038;181576155136.000
04/30/2007;3549.26;3629.00;3537.69;3620.35;159874015;214809722880.000
05/08/2007;3705.39;3769.82;3682.52;3761.52;179912706;242153324544.000
05/09/2007;3775.48;3793.24;3622.77;3774.91;223700857;290653470720.000
05/10/2007;3777.68;3817.06;3743.96;3799.39;183933844;236207849472.000
05/11/2007;3771.79;3791.68;3706.59;3778.42;149204513;207189082112.000
05/14/2007;3723.63;3841.71;3694.10;3808.25;149849430;211431079936.000
05/15/2007;3813.30;3827.58;3672.54;3677.98;157580362;217952550912.000
05/16/2007;3668.88;3779.08;3625.64;3778.79;141788662;195858857984.000
05/17/2007;3797.75;3877.61;3786.76;3862.79;152965181;215847026688.000
05/18/2007;3856.72;3891.28;3830.43;3864.51;141628598;196976001024.000
05/21/2007;3734.74;3944.97;3725.91;3936.93;170100395;237979303936.000
05/22/2007;3959.54;4012.17;3959.54;3989.42;190268871;267305025536.000
05/23/2007;4002.73;4070.89;3977.86;4070.52;172813171;246813491200.000
05/24/2007;4087.53;4106.26;3983.81;4053.53;196949545;284281044992.000
05/25/2007;4041.52;4134.21;4018.92;4121.69;166625283;249808715776.000
05/28/2007;4172.28;4234.45;4165.76;4214.41;195198286;298502488064.000
05/29/2007;4233.20;4308.90;4212.59;4308.66;188901333;287877201920.000
05/30/2007;4022.74;4235.36;3966.87;4000.71;213369445;323274768384.000
05/31/2007;3926.93;4059.09;3761.31;3986.66;200523556;290741354496.000
06/01/2007;4003.92;4059.13;3797.65;3819.29;185981453;278622666752.000
06/04/2007;3805.94;3825.00;3510.14;3516.65;135697455;184168792064.000
06/05/2007;3392.73;3619.89;3244.98;3619.45;184181269;222407311360.000
06/06/2007;3637.24;3708.53;3533.63;3670.32;163087184;208394190848.000
06/07/2007;3686.65;3812.34;3676.14;3812.34;158964822;210127470592.000
06/08/2007;3829.34;3880.61;3789.44;3855.03;153646081;213930344448.000
06/11/2007;3896.87;3955.39;3892.89;3950.32;152712365;216479563776.000
06/12/2007;3975.10;4056.39;3838.53;4056.27;172959513;249591922688.000
06/13/2007;4093.99;4182.60;4086.11;4155.25;187166238;263697498112.000
06/14/2007;4142.56;4171.83;4054.12;4108.70;155570286;220468264960.000
06/15/2007;4072.21;4147.63;4051.75;4127.55;120864350;177360977920.000
06/18/2007;4207.54;4271.43;4207.54;4253.65;145758684;219081113600.000
06/19/2007;4255.48;4294.79;4211.91;4294.44;143384861;212400128000.000
06/20/2007;4308.78;4338.34;4170.19;4190.59;154144014;230292570112.000
06/21/2007;4172.12;4240.85;4129.14;4215.28;125741937;189729439744.000
06/22/2007;4220.15;4231.54;3966.49;4044.92;135241785;198831456256.000
06/25/2007;4060.11;4100.67;3822.10;3848.69;117683181;171545313280.000
06/26/2007;3766.42;3906.49;3710.70;3905.30;102512385;136810151936.000
06/27/2007;3923.14;4024.33;3880.97;4012.45;107302780;152196874240.000
06/28/2007;4009.63;4033.86;3811.23;3811.87;106827461;146126798848.000
06/29/2007;3715.44;3808.77;3650.99;3699.33;97708688;130051653632.000
07/02/2007;3682.51;3744.01;3585.80;3708.31;83252178;106640334848.000
07/03/2007;3734.55;3782.38;3684.76;3779.00;76984903;101548982272.000
07/04/2007;3786.84;3793.77;3676.45;3692.41;65073525;89246048256.000
07/05/2007;3636.31;3651.75;3477.00;3479.05;72639617;90961829888.000
07/06/2007;3459.04;3662.33;3415.29;3659.82;89321141;109930536960.000
07/09/2007;3693.90;3793.32;3671.93;3772.34;95592867;122989379584.000
07/10/2007;3779.44;3788.69;3701.22;3712.92;86644803;114864340992.000
07/11/2007;3688.90;3740.00;3670.20;3734.78;58435327;77946249216.000
07/12/2007;3743.28;3780.07;3723.07;3759.51;54966735;71361527808.000
07/13/2007;3765.74;3769.01;3709.52;3758.34;47056792;60600082432.000
07/16/2007;3761.75;3767.40;3636.22;3636.55;50777792;66806988800.000
07/17/2007;3622.02;3748.96;3591.04;3724.53;54008305;73011552256.000
07/18/2007;3712.75;3793.87;3692.87;3741.42;70935717;97185718272.000
07/19/2007;3731.36;3769.83;3712.13;3744.73;49097222;66504052736.000
07/20/2007;3746.03;3905.33;3746.03;3904.75;90503976;120296316928.000
07/23/2007;3938.89;4091.12;3938.89;4091.11;135709749;181662253056.000
07/24/2007;4120.91;4181.86;4079.45;4096.56;127180190;169845506048.000
07/25/2007;4097.69;4195.09;4097.63;4194.73;105655372;148985217024.000
07/26/2007;4222.02;4272.88;4185.41;4250.72;113110639;159412060160.000
07/27/2007;4226.81;4278.31;4172.94;4272.31;113212074;162562064384.000
07/30/2007;4273.00;4389.78;4271.80;4370.17;128451237;185911410688.000
07/31/2007;4363.45;4425.13;4314.80;4420.19;122087551;181466054656.000
08/01/2007;4438.98;4454.65;4220.81;4234.14;138760538;201740058624.000
08/02/2007;4254.95;4394.23;4247.00;4386.00;109313298;167196639232.000
08/03/2007;4423.29;4526.40;4423.29;4525.85;132086545;210959024128.000
08/06/2007;4568.52;4628.71;4547.87;4628.63;130914394;207058518016.000
08/07/2007;4638.64;4680.71;4553.14;4636.21;134945996;221411377152.000
08/08/2007;4594.39;4647.72;4485.13;4575.81;135093604;194458189824.000
08/09/2007;4573.98;4671.56;4573.85;4669.65;110833014;168506703872.000
08/10/2007;4661.22;4664.03;4512.23;4609.33;115641560;177428299776.000
08/13/2007;4606.50;4636.40;4539.90;4600.70;126265584;187380744192.000
08/14/2007;4600.93;4689.16;4587.01;4682.13;98166211;152482267136.000
08/15/2007;4692.03;4716.10;4576.48;4679.10;100467455;156620587008.000
08/16/2007;4655.32;4656.78;4566.01;4626.73;102962514;158045126656.000
08/17/2007;4601.82;4676.61;4534.25;4542.97;101657777;158167089152.000
08/20/2007;4655.98;4782.05;4653.02;4781.82;113388706;175530098688.000
08/21/2007;4811.20;4880.92;4804.73;4860.99;124032437;195423944704.000
08/22/2007;4791.84;4957.63;4777.30;4935.02;129497359;208295411712.000
08/23/2007;4958.64;5026.01;4911.74;5010.48;118067467;195429629952.000
08/24/2007;5033.98;5086.28;5022.68;5074.76;124650991;199565017088.000
08/27/2007;5113.74;5142.67;5040.19;5089.93;134873273;218043973632.000
08/28/2007;5068.49;5112.82;4987.10;5097.71;122843269;204709642240.000
08/29/2007;5065.87;5129.24;4991.39;5030.27;117836727;199568785408.000
08/30/2007;5051.59;5121.74;5039.32;5116.21;118818400;189165207552.000
08/31/2007;5133.34;5183.06;5108.51;5171.06;122368242;192881999872.000
09/03/2007;5210.48;5303.68;5210.48;5290.06;147488883;234039427072.000
09/04/2007;5297.15;5304.65;5213.06;5238.67;137688894;225182547968.000
09/05/2007;5237.70;5269.02;5147.75;5247.88;111131691;185911377920.000
09/06/2007;5273.74;5329.08;5253.66;5297.74;121638507;198691962880.000
09/07/2007;5268.90;5287.35;5171.28;5179.15;136623479;226465202176.000
09/10/2007;5113.83;5265.23;5070.45;5265.05;114320227;183556161536.000
09/11/2007;5271.17;5296.33;4981.67;4997.92;124590931;202335895552.000
09/12/2007;4975.53;5083.61;4919.13;5070.11;109516608;175125168128.000
09/13/2007;5095.48;5206.89;5076.57;5205.85;101117564;173142605824.000
09/14/2007;5219.90;5265.71;5136.94;5256.72;107197193;181961523200.000
09/17/2007;5248.51;5364.87;5245.64;5359.85;121914865;201248423936.000
09/18/2007;5383.80;5393.17;5281.44;5354.24;121396676;207024914432.000
09/19/2007;5364.73;5374.11;5265.97;5294.82;98991042;169205104640.000
09/20/2007;5311.38;5368.67;5301.33;5364.07;97936506;170068836352.000
09/21/2007;5377.71;5384.63;5223.09;5332.01;104007413;179141066752.000
09/24/2007;5344.79;5399.19;5268.16;5372.92;93811396;171700568064.000
09/25/2007;5380.58;5399.69;5286.63;5318.08;78473456;141732102144.000
09/26/2007;5301.42;5346.37;5204.13;5228.10;66942081;122458923008.000
09/27/2007;5231.20;5289.21;5202.92;5288.21;59004272;109089497088.000
09/28/2007;5336.61;5440.13;5336.61;5430.64;83887024;155595423744.000
10/08/2007;5543.81;5555.34;5460.85;5486.94;102708013;182795173888.000
10/09/2007;5476.12;5521.10;5424.67;5516.64;89076682;157822484480.000
10/10/2007;5534.87;5598.03;5484.66;5516.56;101978121;185155878912.000
10/11/2007;5524.07;5561.22;5472.17;5549.39;101535478;189396779008.000
10/12/2007;5563.00;5573.37;5260.92;5505.64;125245826;227014819840.000
10/15/2007;5525.71;5573.34;5443.06;5569.75;104927987;207106392064.000
10/16/2007;5594.64;5626.03;5552.80;5624.46;93336985;178182766592.000
10/17/2007;5612.89;5637.83;5553.60;5580.48;76828858;150411149312.000
10/18/2007;5570.73;5570.73;5378.25;5394.54;76057118;146531991552.000
10/19/2007;5425.59;5482.94;5350.59;5393.13;60643058;117775351808.000
10/22/2007;5330.55;5377.61;5250.80;5256.32;59223176;107775975424.000
10/23/2007;5252.76;5309.74;5149.44;5308.38;64858374;122383269888.000
10/24/2007;5329.68;5381.88;5312.82;5324.96;66977828;130957443072.000
10/25/2007;5288.25;5288.25;5035.40;5052.56;80919746;141836058624.000
10/26/2007;4998.21;5127.44;4973.92;5094.77;57456527;104506638336.000
10/29/2007;5125.82;5196.45;5125.62;5195.68;53314823;95546990592.000
10/30/2007;5215.65;5286.12;5159.20;5285.19;57907822;103914496000.000
10/31/2007;5345.04;5395.44;5293.29;5391.91;76639082;138824810496.000
11/01/2007;5403.55;5403.55;5301.17;5301.56;70005518;127713329152.000
11/02/2007;5218.95;5264.77;5153.07;5177.11;64914271;122829832192.000
11/05/2007;5145.72;5208.09;5071.74;5096.90;51166069;96672718848.000
11/06/2007;5075.15;5141.75;5050.58;5070.98;43478193;77525352448.000
11/07/2007;5097.10;5133.96;4984.94;5094.60;45728544;80040837120.000
11/08/2007;5069.68;5069.68;4854.06;4856.55;53270503;95310274560.000
11/09/2007;4810.37;4886.09;4731.89;4804.02;50513075;88134877184.000
11/12/2007;4694.75;4779.14;4580.59;4743.94;55671897;96662781952.000
11/13/2007;4784.64;4840.05;4649.27;4717.24;53587163;94373076992.000
11/14/2007;4782.60;4910.54;4711.37;4909.65;54722919;97146871808.000
11/16/2007;4777.40;4801.93;4707.36;4792.52;38856420;66363695104.000
11/19/2007;4802.51;4825.91;4771.48;4802.79;43516653;71502102528.000
11/20/2007;4777.95;4900.63;4740.59;4873.52;52625549;90885120000.000
11/21/2007;4889.46;4929.75;4799.88;4804.23;44311535;75864711168.000
11/22/2007;4718.99;4756.14;4576.19;4587.69;42035803;72850071552.000
11/23/2007;4551.06;4670.53;4530.64;4669.86;31571423;55555690496.000
11/26/2007;4737.99;4761.48;4612.98;4617.29;37658045;66549940224.000
11/27/2007;4580.74;4626.88;4536.73;4539.06;32882389;60418539520.000
11/28/2007;4551.43;4585.30;4457.13;4483.99;33965153;59687526400.000
11/29/2007;4536.80;4661.64;4471.36;4657.04;53271966;93313540096.000
11/30/2007;4657.12;4657.12;4549.80;4562.40;44895494;76396568576.000
12/03/2007;4542.84;4631.80;4521.02;4599.91;36308260;61161971712.000
12/04/2007;4611.73;4696.62;4611.73;4648.93;36611136;61170950144.000
12/05/2007;4648.75;4774.81;4635.63;4772.06;49468771;83682009088.000
12/06/2007;4789.73;4802.63;4738.16;4779.89;39605672;67198349312.000
12/07/2007;4787.62;4849.92;4785.44;4849.72;46329042;74364510208.000
12/10/2007;4775.53;4950.37;4759.25;4947.39;70537651;119060914176.000
12/11/2007;4972.04;4989.31;4896.13;4963.34;69688103;118593978368.000
12/12/2007;4935.94;4964.35;4875.04;4916.81;65492268;116754325504.000
12/13/2007;4894.44;4911.32;4734.09;4736.43;63403358;111384297472.000
12/14/2007;4683.06;4830.84;4659.01;4829.69;53035391;88491278336.000
12/17/2007;4831.35;4833.21;4736.10;4737.63;65968928;114188247040.000
12/18/2007;4710.75;4762.74;4681.27;4708.17;40822159;69850890240.000
12/19/2007;4750.26;4833.37;4744.09;4819.51;55658589;90612432896.000
12/20/2007;4838.66;4911.53;4811.78;4902.11;54872705;91056259072.000
12/21/2007;4882.23;4968.67;4880.78;4967.33;63452352;108470689792.000
12/24/2007;5005.63;5098.49;4997.71;5066.50;85165105;151212605440.000
12/25/2007;5076.28;5103.02;5042.10;5083.08;67530703;118425042944.000
12/26/2007;5097.93;5141.87;5071.28;5141.34;72291914;126475870208.000
12/27/2007;5162.87;5234.13;5144.07;5231.87;88046896;159796887552.000
12/28/2007;5243.03;5252.94;5191.48;5205.74;75164986;137778659328.000
01/02/2008;5217.93;5294.61;5167.08;5278.92;80014621;149336375296.000
01/03/2008;5276.88;5330.43;5235.42;5329.96;106633361;197736087552.000
01/04/2008;5338.83;5393.36;5322.53;5380.78;85055012;169192734720.000
01/07/2008;5377.21;5471.32;5354.62;5459.60;93889122;184487755776.000
01/08/2008;5477.04;5511.06;5364.55;5406.77;107372386;211889700864.000
01/09/2008;5385.36;5506.51;5370.60;5505.88;81620658;161557364736.000
01/10/2008;5523.28;5593.94;5500.49;5557.09;105079571;207281045504.000
01/11/2008;5570.73;5580.96;5507.82;5577.20;91115314;176179478528.000
01/14/2008;5592.87;5637.66;5561.82;5616.75;83696880;162720710656.000
01/15/2008;5627.26;5644.37;5548.70;5597.50;87767012;176491954176.000
01/16/2008;5549.98;5549.98;5421.84;5432.36;94834460;185549537280.000
01/17/2008;5378.70;5465.06;5150.76;5293.28;104872021;201317400576.000
01/18/2008;5287.00;5344.52;5235.25;5341.16;75151233;140005605376.000
01/21/2008;5352.06;5361.88;5062.88;5084.98;83296589;153434931200.000
01/22/2008;4957.98;4963.27;4648.08;4688.10;101147153;182479175680.000
01/23/2008;4714.44;4914.00;4679.38;4913.08;93971142;164682825728.000
01/24/2008;4967.81;5037.01;4881.29;4988.54;99386023;176638738432.000
01/25/2008;4985.23;5074.38;4940.12;5031.21;86046491;156158541824.000
01/28/2008;4995.92;4995.92;4665.29;4686.91;75959850;128402890752.000
01/29/2008;4698.97;4806.31;4654.93;4731.10;52806690;90726170624.000
01/30/2008;4782.09;4828.72;4585.26;4692.88;59003453;107751661568.000
01/31/2008;4677.03;4714.28;4578.43;4583.53;49420516;90049355776.000
02/01/2008;4583.88;4614.42;4347.47;4501.31;57639192;97124016128.000
02/04/2008;4621.42;4873.20;4621.42;4872.52;62258199;115668844544.000
02/05/2008;4866.52;4919.61;4802.62;4854.67;53570278;100671373312.000
02/13/2008;4797.18;4834.24;4732.39;4767.39;37062700;65401925632.000
02/14/2008;4806.82;4866.94;4794.98;4837.98;35951258;62835793920.000
02/15/2008;4805.88;4805.88;4707.72;4780.94;43425382;74576674816.000
02/18/2008;4843.33;4922.92;4818.99;4890.52;59512832;105279627264.000
02/19/2008;4905.26;4994.95;4867.52;4994.95;65000291;118488211456.000
02/20/2008;5008.35;5035.08;4891.28;4898.79;71034874;132204371968.000
02/21/2008;4870.83;4931.37;4797.29;4887.40;64958195;113646731264.000
02/22/2008;4865.03;4865.03;4665.98;4726.05;69117793;122107166720.000
02/25/2008;4729.69;4749.97;4540.60;4550.38;60387591;103764615168.000
02/26/2008;4664.25;4698.37;4423.35;4546.91;58563985;103801446400.000
02/27/2008;4570.68;4681.99;4532.57;4666.50;53367292;93928202240.000
02/28/2008;4677.28;4704.61;4613.52;4655.41;49515785;84549926912.000
02/29/2008;4649.83;4714.15;4633.84;4710.78;48745546;82959409152.000
03/03/2008;4688.07;4846.73;4653.13;4837.49;76680973;134534791168.000
03/04/2008;4859.06;4883.68;4723.60;4737.37;88297893;149924675584.000
03/05/2008;4716.91;4757.35;4593.64;4709.24;77997294;127634341888.000
03/06/2008;4725.24;4812.88;4684.12;4754.87;89160288;147100467200.000
03/07/2008;4715.08;4755.85;4661.97;4682.51;58644729;101946621952.000
03/10/2008;4649.48;4649.54;4472.54;4499.17;55638234;93921779712.000
03/11/2008;4460.41;4521.21;4386.06;4521.21;46716102;81111924736.000
03/12/2008;4610.97;4630.97;4389.36;4390.25;49685026;87441833984.000
03/13/2008;4345.49;4371.69;4181.54;4263.02;60376085;100364402688.000
03/14/2008;4242.97;4279.73;4161.44;4225.52;40007230;67829157888.000
03/17/2008;4206.41;4206.41;3992.94;3998.72;49293808;79636905984.000
03/18/2008;3953.33;4028.47;3712.54;3774.53;58854732;87036952576.000
03/19/2008;3848.53;3977.03;3785.09;3912.31;63415788;99951812608.000
03/20/2008;3855.45;4079.92;3686.67;4036.77;74641330;118154715136.000
03/21/2008;4033.85;4121.33;3996.68;4077.19;68332523;109109329920.000
03/24/2008;4126.12;4144.35;3917.61;3917.61;61599987;98798632960.000
03/25/2008;3840.88;3995.45;3805.86;3966.69;54632438;87060611072.000
03/26/2008;3986.55;4057.66;3942.19;3970.03;47496401;77163429888.000
03/27/2008;3906.64;3922.45;3788.63;3791.77;53748866;82141519872.000
03/28/2008;3753.64;3956.15;3687.25;3949.03;65172976;101252481024.000
03/31/2008;3835.20;3919.68;3802.55;3807.59;48493947;74232127488.000
04/01/2008;3792.30;3832.19;3560.72;3573.40;58057038;84364435456.000
04/02/2008;3607.74;3668.85;3455.87;3502.33;65841975;94771445760.000
04/03/2008;3472.66;3621.32;3409.80;3600.90;51928333;74190430208.000
04/07/2008;3561.31;3809.42;3527.24;3802.40;62339710;94779187200.000
04/08/2008;3809.47;3897.21;3779.18;3856.09;69217979;106088161280.000
04/09/2008;3825.45;3883.22;3652.51;3652.90;63317390;92821176320.000
04/10/2008;3604.90;3727.81;3573.89;3727.81;49517709;70685212672.000
04/11/2008;3764.41;3802.72;3732.75;3763.00;46236532;67839520768.000
04/14/2008;3679.45;3687.98;3505.63;3516.39;54253944;77937033216.000
04/15/2008;3494.28;3578.15;3407.47;3577.80;48794618;69704646656.000
04/16/2008;3569.02;3580.17;3476.65;3489.34;43941314;62549008384.000
04/17/2008;3488.56;3552.85;3333.16;3379.92;46755322;65770561536.000
04/18/2008;3350.59;3379.04;3239.18;3254.09;44620469;59080843264.000
04/21/2008;3494.85;3494.85;3202.98;3245.13;63200113;88257961984.000
04/22/2008;3188.17;3264.10;3085.21;3256.98;51597819;66281545728.000
04/23/2008;3228.56;3424.34;3205.68;3409.83;67050593;91489771520.000
04/24/2008;3691.97;3731.97;3611.27;3725.79;143660628;202546724864.000
04/25/2008;3730.11;3867.33;3686.38;3755.09;127606504;196578721792.000
04/28/2008;3694.18;3748.99;3668.55;3692.09;79609976;121047654400.000
04/29/2008;3670.14;3756.43;3666.75;3735.56;70426222;108849676288.000
04/30/2008;3751.16;3917.97;3751.16;3907.60;107700609;166725943296.000
05/05/2008;3959.66;4017.70;3916.43;4012.00;101706440;158410784768.000
05/06/2008;3979.82;4037.14;3923.87;3973.97;98300981;155385348096.000
05/07/2008;3949.75;4003.25;3789.37;3789.48;91928236;144186982400.000
05/08/2008;3743.19;3899.59;3731.78;3898.92;75876197;115996631040.000
05/09/2008;3932.92;3945.90;3787.00;3863.43;91105201;142999420928.000
05/12/2008;3793.20;3945.86;3759.35;3901.45;83080165;129076142080.000
05/13/2008;3782.90;3922.02;3774.73;3862.33;97319049;137478406144.000
05/14/2008;3855.54;3977.75;3855.54;3977.75;94290584;139040653312.000
05/15/2008;4005.60;4039.93;3948.28;3948.28;90508042;130401050624.000
05/16/2008;3947.24;3980.89;3870.69;3926.21;70374561;104393416704.000
05/19/2008;3915.89;3932.42;3857.94;3908.73;52515510;77867343872.000
05/20/2008;3906.59;3939.86;3682.15;3696.10;70989176;101677588480.000
05/21/2008;3650.82;3791.17;3574.35;3772.49;77996770;107870429184.000
05/22/2008;3724.38;3783.45;3695.67;3709.01;72158692;102882295808.000
05/23/2008;3695.43;3735.87;3618.26;3671.87;62685923;84326014976.000
05/26/2008;3641.52;3641.52;3557.26;3560.33;56503859;76281053184.000
05/27/2008;3549.74;3592.35;3531.85;3576.67;44871353;61803868160.000
05/28/2008;3583.47;3697.05;3562.73;3676.50;54558790;76991717376.000
05/29/2008;3667.07;3679.64;3579.99;3581.51;53681039;73960587264.000
05/30/2008;3584.11;3617.57;3548.21;3606.50;49936306;70503325696.000
06/02/2008;3596.17;3647.25;3577.23;3624.73;49261384;64990806016.000
06/03/2008;3623.95;3638.85;3583.40;3611.98;57336059;74185695232.000
06/04/2008;3599.82;3603.39;3512.64;3545.49;49935684;64969703424.000
06/05/2008;3529.52;3541.30;3485.97;3508.51;41214746;55327535104.000
06/06/2008;3514.91;3528.82;3465.57;3485.04;36050300;46887165952.000
06/10/2008;3341.91;3347.38;3180.77;3197.55;51825770;64783613952.000
06/11/2008;3144.91;3169.34;3081.53;3127.73;49536079;60107014144.000
06/12/2008;3111.16;3137.94;3015.40;3078.27;51455650;62962016256.000
06/13/2008;3081.39;3103.48;2960.54;2963.70;42906712;50014466048.000
06/16/2008;2964.49;2992.37;2877.26;2928.39;42594553;48083316736.000
06/17/2008;2926.16;2954.23;2783.30;2803.33;44976746;48121745408.000
06/18/2008;2780.89;2969.19;2716.25;2953.03;68916929;75565768704.000
06/19/2008;2929.22;2929.22;2726.24;2730.36;60300613;66291490816.000
06/20/2008;2751.14;2900.08;2645.02;2802.93;79261744;88403648512.000
06/23/2008;2755.09;2802.57;2727.53;2746.69;43308151;46621716480.000
06/24/2008;2733.67;2827.24;2729.71;2813.83;52037283;56281214976.000
06/25/2008;2808.16;2941.89;2798.77;2939.44;70875013;76194742272.000
06/26/2008;2935.24;2986.33;2898.61;2956.09;73025050;80127475712.000
06/27/2008;2860.89;2875.06;2754.21;2782.99;66952977;71869710336.000
06/30/2008;2750.75;2806.82;2718.32;2768.77;41657176;46458331136.000
07/01/2008;2775.76;2785.88;2676.40;2685.27;45869939;51108728832.000
07/02/2008;2689.39;2739.60;2665.40;2695.58;45172150;51485843456.000
07/03/2008;2653.09;2812.45;2616.98;2769.98;76411719;87600562176.000
07/04/2008;2760.62;2795.97;2729.19;2755.11;64784761;74051133440.000
07/07/2008;2761.18;2901.89;2761.18;2897.23;87224556;96732594176.000
07/08/2008;2912.56;2948.05;2854.27;2921.86;90824187;103267803136.000
07/09/2008;2942.95;3028.07;2942.95;3028.07;111455111;124998770688.000
07/10/2008;2985.29;3068.38;2963.31;2980.56;103697005;118676316160.000
07/11/2008;2968.20;2994.81;2917.61;2960.63;74441810;83960061952.000
07/14/2008;2935.66;3006.22;2925.42;2991.53;60615828;69584191488.000
07/15/2008;3002.40;3014.21;2869.00;2876.09;79938003;88763293696.000
07/16/2008;2842.27;2848.88;2714.60;2759.57;67013070;70798000128.000
